:			-	-	
			A	B	
Black	Dot	1	618	282	
Black	Dot	2	347	312	
Black	Dot	3	453	493	
Black	Dot	4	456	515	
Black	Dot	5	533	407	
Black	Dot	6	438	375	
Black	Dot	7	639	415	
Black	Dot	8	1288	328	
Black	Dot	9	11461	565	
